project,description,tags,start,end,updated,duration,modified
project_6,description_19,None,2018-03-09T09:56:39-05:00,2018-03-09T10:09:11-05:00,2018-03-09T10:09:11-05:00,752000,False
project_2,description_2,None,2018-03-09T09:35:36-05:00,2018-03-09T09:56:38-05:00,2018-03-09T09:56:42-05:00,1262000,True
project_3,description_7,None,2018-03-09T08:06:27-05:00,2018-03-09T09:35:28-05:00,2018-03-09T09:35:28-05:00,5341000,False
project_9,description_72,tag_5,2018-03-08T23:22:29-05:00,2018-03-08T23:48:09-05:00,2018-03-11T16:19:23-04:00,1540000,True
project_3,description_3,None,2018-03-08T22:53:40-05:00,2018-03-08T23:12:03-05:00,2018-03-08T23:12:05-05:00,1103000,True
project_0,description_10,None,2018-03-08T22:16:50-05:00,2018-03-08T22:52:38-05:00,2018-03-08T22:52:40-05:00,2148000,True
project_7,description_69,tag_0,2018-03-08T21:45:56-05:00,2018-03-08T22:15:51-05:00,2018-03-08T22:15:53-05:00,1795000,True
project_3,description_3,None,2018-03-08T20:10:47-05:00,2018-03-08T21:28:15-05:00,2018-03-08T21:28:17-05:00,4648000,True
project_7,description_69,tag_0,2018-03-08T19:31:37-05:00,2018-03-08T20:10:01-05:00,2018-03-08T20:10:03-05:00,2304000,True
project_1,description_1,None,2018-03-08T18:56:24-05:00,2018-03-08T19:31:35-05:00,2018-03-08T19:31:37-05:00,2111000,True
project_3,description_3,None,2018-03-08T17:59:16-05:00,2018-03-08T18:56:24-05:00,2018-03-08T19:00:47-05:00,3428000,True
project_3,description_3,None,2018-03-08T16:35:52-05:00,2018-03-08T17:58:53-05:00,2018-03-08T17:59:07-05:00,4981000,True
project_1,description_11,None,2018-03-08T15:56:00-05:00,2018-03-08T16:34:32-05:00,2018-03-08T16:34:49-05:00,2312000,True
project_2,description_73,None,2018-03-08T15:39:10-05:00,2018-03-08T15:54:00-05:00,2018-03-08T16:34:26-05:00,890000,True
project_3,description_3,None,2018-03-08T14:02:06-05:00,2018-03-08T15:38:57-05:00,2018-03-08T15:38:59-05:00,5811000,True
project_3,description_8,None,2018-03-08T12:31:00-05:00,2018-03-08T13:51:00-05:00,2018-03-08T14:01:57-05:00,4800000,True
project_2,description_73,None,2018-03-08T11:31:13-05:00,2018-03-08T12:26:07-05:00,2018-03-08T12:26:07-05:00,3294000,False
project_4,description_39,None,2018-03-08T11:05:00-05:00,2018-03-08T11:18:28-05:00,2018-03-08T11:19:41-05:00,808000,True
project_1,description_11,None,2018-03-08T10:39:00-05:00,2018-03-08T11:04:37-05:00,2018-03-08T11:20:13-05:00,1537000,True
project_3,description_8,None,2018-03-08T10:15:00-05:00,2018-03-08T10:37:19-05:00,2018-03-08T11:20:34-05:00,1339000,True
project_2,description_2,None,2018-03-08T09:31:00-05:00,2018-03-08T10:14:16-05:00,2018-03-08T11:20:51-05:00,2596000,True
project_0,description_10,None,2018-03-08T08:05:00-05:00,2018-03-08T09:29:00-05:00,2018-03-08T11:22:09-05:00,5040000,True
project_3,description_3,None,2018-03-07T23:47:00-05:00,2018-03-08T00:04:00-05:00,2018-03-08T22:45:03-05:00,1020000,True
project_3,description_3,None,2018-03-07T22:23:38-05:00,2018-03-07T23:00:28-05:00,2018-03-07T23:00:30-05:00,2210000,True
project_7,description_69,tag_0,2018-03-07T21:30:16-05:00,2018-03-07T22:10:46-05:00,2018-03-07T22:10:49-05:00,2430000,True
project_6,description_6,None,2018-03-07T21:10:30-05:00,2018-03-07T21:30:12-05:00,2018-03-07T21:30:15-05:00,1182000,True
project_6,description_20,None,2018-03-07T20:45:50-05:00,2018-03-07T21:10:28-05:00,2018-03-07T21:10:30-05:00,1478000,True
project_7,description_69,tag_0,2018-03-07T19:13:49-05:00,2018-03-07T20:45:46-05:00,2018-03-07T20:45:49-05:00,5517000,True
project_3,description_3,None,2018-03-07T18:26:48-05:00,2018-03-07T19:13:44-05:00,2018-03-07T19:13:46-05:00,2816000,True
project_1,description_11,None,2018-03-07T17:10:25-05:00,2018-03-07T18:18:19-05:00,2018-03-07T18:18:19-05:00,4074000,False
project_5,description_5,None,2018-03-07T16:37:41-05:00,2018-03-07T16:53:27-05:00,2018-03-07T16:53:28-05:00,946000,True
project_3,description_8,None,2018-03-07T15:23:56-05:00,2018-03-07T16:14:07-05:00,2018-03-07T16:14:08-05:00,3011000,True
project_7,description_12,None,2018-03-07T14:06:47-05:00,2018-03-07T15:20:31-05:00,2018-03-07T15:20:33-05:00,4424000,True
project_3,description_8,None,2018-03-07T13:21:43-05:00,2018-03-07T14:06:42-05:00,2018-03-07T14:06:45-05:00,2699000,True
project_4,description_4,None,2018-03-07T12:27:36-05:00,2018-03-07T13:21:40-05:00,2018-03-07T14:07:00-05:00,3244000,True
project_9,description_47,tag_2,2018-03-07T10:56:00-05:00,2018-03-07T12:27:06-05:00,2018-03-22T17:07:42-04:00,5466000,True
project_1,description_1,None,2018-03-07T10:26:50-05:00,2018-03-07T10:55:23-05:00,2018-03-07T10:55:23-05:00,1713000,False
project_6,description_6,None,2018-03-07T09:49:00-05:00,2018-03-07T10:26:50-05:00,2018-03-07T11:10:04-05:00,2270000,True
project_2,description_2,None,2018-03-07T08:57:00-05:00,2018-03-07T09:47:00-05:00,2018-03-07T11:09:50-05:00,3000000,True
project_3,description_3,None,2018-03-07T07:32:51-05:00,2018-03-07T08:55:00-05:00,2018-03-07T11:11:24-05:00,4929000,True
project_3,description_3,None,2018-03-06T21:16:32-05:00,2018-03-06T22:41:33-05:00,2018-03-06T22:42:00-05:00,5101000,True
project_7,description_10,None,2018-03-06T21:00:46-05:00,2018-03-06T21:16:49-05:00,2018-03-06T21:16:51-05:00,963000,True
project_7,description_10,None,2018-03-06T20:30:27-05:00,2018-03-06T21:00:29-05:00,2018-03-06T21:00:49-05:00,1802000,True
project_3,description_3,None,2018-03-06T18:53:50-05:00,2018-03-06T20:29:52-05:00,2018-03-06T21:00:17-05:00,5762000,True
project_1,description_1,None,2018-03-06T18:52:00-05:00,2018-03-06T19:34:14-05:00,2018-03-06T19:34:27-05:00,2534000,True
project_9,description_40,None,2018-03-06T17:08:24-05:00,2018-03-06T18:50:50-05:00,2018-03-06T18:50:50-05:00,6146000,False
project_3,description_3,None,2018-03-06T16:30:10-05:00,2018-03-06T16:56:39-05:00,2018-03-06T16:56:41-05:00,1589000,True
project_7,description_69,tag_0,2018-03-06T15:15:54-05:00,2018-03-06T16:20:56-05:00,2018-03-06T16:20:58-05:00,3902000,True
project_2,description_2,None,2018-03-06T14:41:03-05:00,2018-03-06T15:10:06-05:00,2018-03-06T15:14:37-05:00,1743000,True
project_1,description_1,None,2018-03-06T13:09:13-05:00,2018-03-06T13:49:19-05:00,2018-03-06T15:09:36-05:00,2406000,True
project_6,description_6,None,2018-03-06T12:52:49-05:00,2018-03-06T13:09:51-05:00,2018-03-06T15:14:00-05:00,1022000,True
project_3,description_8,None,2018-03-06T12:19:05-05:00,2018-03-06T12:39:37-05:00,2018-03-06T15:13:01-05:00,1232000,True
project_5,description_9,None,2018-03-06T11:04:43-05:00,2018-03-06T12:19:05-05:00,2018-03-06T12:19:05-05:00,4462000,False
project_3,description_8,None,2018-03-06T10:45:41-05:00,2018-03-06T11:02:42-05:00,2018-03-06T15:11:44-05:00,1021000,True
project_3,description_7,None,2018-03-06T08:07:03-05:00,2018-03-06T09:58:33-05:00,2018-03-06T15:10:31-05:00,6690000,True
project_3,description_3,None,2018-03-05T23:22:26-05:00,2018-03-06T01:33:22-05:00,2018-03-06T01:33:22-05:00,7856000,False
project_9,description_40,tag_4,2018-03-05T21:50:04-05:00,2018-03-05T23:13:05-05:00,2018-03-05T23:13:06-05:00,4981000,True
project_9,description_74,tag_1,2018-03-05T20:11:32-05:00,2018-03-05T21:31:32-05:00,2018-03-05T21:31:32-05:00,4800000,False
project_1,description_1,None,2018-03-05T19:34:52-05:00,2018-03-05T20:07:53-05:00,2018-03-05T20:11:27-05:00,1981000,True
project_3,description_3,None,2018-03-05T18:00:11-05:00,2018-03-05T19:30:12-05:00,2018-03-05T20:10:45-05:00,5401000,True
project_6,description_19,None,2018-03-05T17:39:33-05:00,2018-03-05T17:59:45-05:00,2018-03-05T20:10:07-05:00,1212000,True
project_3,description_8,None,2018-03-05T15:25:43-05:00,2018-03-05T17:05:09-05:00,2018-03-05T17:05:09-05:00,5966000,False
project_7,description_12,None,2018-03-05T14:14:42-05:00,2018-03-05T15:23:21-05:00,2018-03-05T15:23:23-05:00,4119000,True
project_7,description_75,None,2018-03-05T13:13:44-05:00,2018-03-05T13:26:49-05:00,2018-03-05T13:26:52-05:00,785000,True
project_7,description_10,None,2018-03-05T12:44:00-05:00,2018-03-05T13:13:51-05:00,2018-03-05T13:13:51-05:00,1791566,False
project_0,description_10,None,2018-03-05T12:14:56-05:00,2018-03-05T12:43:57-05:00,2018-03-05T12:44:00-05:00,1741000,True
project_3,description_8,None,2018-03-05T11:39:29-05:00,2018-03-05T11:59:30-05:00,2018-03-05T12:22:24-05:00,1201000,True
project_2,description_2,None,2018-03-05T10:10:44-05:00,2018-03-05T11:05:01-05:00,2018-03-05T12:21:24-05:00,3257000,True
project_3,description_3,None,2018-03-05T09:01:44-05:00,2018-03-05T10:10:35-05:00,2018-03-05T10:10:35-05:00,4131000,False
project_3,description_7,None,2018-03-05T07:56:47-05:00,2018-03-05T09:01:36-05:00,2018-03-05T09:01:36-05:00,3889000,False
project_7,description_69,tag_0,2018-03-04T22:16:40-05:00,2018-03-04T22:59:40-05:00,2018-03-04T22:59:42-05:00,2580000,True
project_9,description_74,tag_1,2018-03-04T20:54:22-05:00,2018-03-04T21:39:42-05:00,2018-03-04T21:39:44-05:00,2720000,True
project_7,description_69,tag_0,2018-03-04T20:29:22-05:00,2018-03-04T20:54:18-05:00,2018-03-04T20:54:21-05:00,1496000,True
project_1,description_1,None,2018-03-04T20:00:13-05:00,2018-03-04T20:29:13-05:00,2018-03-05T12:23:29-05:00,1740000,True
project_4,description_4,None,2018-03-04T18:06:32-05:00,2018-03-04T19:18:36-05:00,2018-03-04T19:18:39-05:00,4324000,True
project_7,description_69,tag_0,2018-03-04T17:12:26-05:00,2018-03-04T17:42:05-05:00,2018-03-04T17:42:07-05:00,1779000,True
project_9,description_47,tag_2,2018-03-04T16:57:02-05:00,2018-03-04T17:05:24-05:00,2018-03-22T17:07:39-04:00,502000,True
project_9,description_47,tag_2,2018-03-04T14:42:00-05:00,2018-03-04T16:37:18-05:00,2018-03-22T17:07:36-04:00,6918000,True
project_5,description_5,None,2018-03-04T14:00:31-05:00,2018-03-04T14:40:17-05:00,2018-03-04T14:40:18-05:00,2386000,True
project_2,description_2,None,2018-03-04T13:05:00-05:00,2018-03-04T13:48:04-05:00,2018-03-04T13:48:27-05:00,2584000,True
project_1,description_1,None,2018-03-04T11:38:50-05:00,2018-03-04T12:13:16-05:00,2018-03-04T12:13:16-05:00,2066000,False
project_6,description_6,None,2018-03-04T11:08:00-05:00,2018-03-04T11:38:49-05:00,2018-03-04T12:17:19-05:00,1849000,True
project_3,description_3,None,2018-03-04T09:44:19-05:00,2018-03-04T10:30:33-05:00,2018-03-04T10:30:33-05:00,2774000,False
project_3,description_7,None,2018-03-04T09:07:49-05:00,2018-03-04T09:44:09-05:00,2018-03-04T09:44:10-05:00,2180000,True
project_9,description_74,tag_1,2018-03-03T21:49:00-05:00,2018-03-03T22:57:16-05:00,2018-03-03T22:57:19-05:00,4096000,True
project_1,description_1,None,2018-03-03T21:30:06-05:00,2018-03-03T21:48:00-05:00,2018-03-03T22:13:46-05:00,1074000,True
project_9,description_74,tag_1,2018-03-03T21:13:46-05:00,2018-03-03T21:30:04-05:00,2018-03-03T21:30:04-05:00,978000,False
project_1,description_1,None,2018-03-03T20:38:00-05:00,2018-03-03T20:55:51-05:00,2018-03-03T20:56:14-05:00,1071000,True
project_9,description_74,tag_1,2018-03-03T19:59:08-05:00,2018-03-03T20:38:00-05:00,2018-03-03T20:55:42-05:00,2332000,True
project_3,description_3,None,2018-03-03T18:40:00-05:00,2018-03-03T19:59:05-05:00,2018-03-03T19:59:07-05:00,4745000,True
project_6,description_20,None,2018-03-03T18:17:00-05:00,2018-03-03T18:39:00-05:00,2018-03-03T19:05:54-05:00,1320000,True
project_1,description_1,None,2018-03-03T16:52:00-05:00,2018-03-03T17:25:00-05:00,2018-03-03T19:05:19-05:00,1980000,True
project_3,description_8,None,2018-03-03T16:00:21-05:00,2018-03-03T16:34:00-05:00,2018-03-03T19:04:25-05:00,2019000,True
project_6,description_20,None,2018-03-03T14:05:08-05:00,2018-03-03T15:59:22-05:00,2018-03-03T15:59:22-05:00,6854000,False
project_3,description_8,None,2018-03-03T13:36:00-05:00,2018-03-03T14:05:07-05:00,2018-03-03T14:05:08-05:00,1747000,True
project_1,description_11,None,2018-03-03T12:34:03-05:00,2018-03-03T13:15:05-05:00,2018-03-03T13:22:30-05:00,2462000,True
project_4,description_4,None,2018-03-03T10:08:00-05:00,2018-03-03T12:32:00-05:00,2018-03-03T12:42:19-05:00,8640000,True
project_3,description_8,None,2018-03-03T09:47:00-05:00,2018-03-03T10:07:30-05:00,2018-03-03T12:43:09-05:00,1230000,True
project_2,description_2,None,2018-03-03T08:59:00-05:00,2018-03-03T09:46:00-05:00,2018-03-03T12:43:38-05:00,2820000,True
project_3,description_3,None,2018-03-03T00:57:52-05:00,2018-03-03T01:39:43-05:00,2018-03-03T01:39:43-05:00,2511000,False
project_9,description_40,tag_4,2018-03-02T22:39:42-05:00,2018-03-02T23:23:56-05:00,2018-03-02T23:23:56-05:00,2654000,False
project_3,description_3,None,2018-03-02T21:15:58-05:00,2018-03-02T22:35:41-05:00,2018-03-02T22:35:44-05:00,4783000,True
project_7,description_69,tag_0,2018-03-02T20:21:14-05:00,2018-03-02T21:05:50-05:00,2018-03-02T21:05:52-05:00,2676000,True
project_3,description_3,None,2018-03-02T19:07:41-05:00,2018-03-02T19:22:51-05:00,2018-03-02T19:22:53-05:00,910000,True
project_7,description_69,tag_0,2018-03-02T17:16:18-05:00,2018-03-02T18:37:03-05:00,2018-03-02T18:37:05-05:00,4845000,True
project_1,description_1,None,2018-03-02T17:03:12-05:00,2018-03-02T17:15:46-05:00,2018-03-02T17:15:48-05:00,754000,True
project_9,description_47,tag_2,2018-03-02T15:48:07-05:00,2018-03-02T16:50:28-05:00,2018-03-22T17:07:33-04:00,3741000,True
project_5,description_5,None,2018-03-02T15:21:17-05:00,2018-03-02T15:48:02-05:00,2018-03-02T15:48:02-05:00,1605000,False
project_9,description_47,tag_2,2018-03-02T14:17:14-05:00,2018-03-02T15:21:16-05:00,2018-03-22T17:07:31-04:00,3842000,True
project_2,description_2,None,2018-03-02T13:25:00-05:00,2018-03-02T14:06:44-05:00,2018-03-02T14:06:54-05:00,2504000,True
project_9,description_47,tag_2,2018-03-02T11:42:00-05:00,2018-03-02T13:26:00-05:00,2018-03-22T17:07:23-04:00,6240000,True
project_1,description_1,None,2018-03-02T11:17:17-05:00,2018-03-02T11:29:37-05:00,2018-03-02T11:29:37-05:00,740000,False
project_6,description_6,None,2018-03-02T10:47:00-05:00,2018-03-02T11:17:17-05:00,2018-03-02T11:17:17-05:00,1817000,False
project_3,description_3,None,2018-03-02T09:23:04-05:00,2018-03-02T10:36:50-05:00,2018-03-02T10:36:50-05:00,4426000,False
project_3,description_7,None,2018-03-02T08:08:34-05:00,2018-03-02T09:22:54-05:00,2018-03-02T09:22:54-05:00,4460000,False
project_9,description_40,tag_4,2018-03-01T23:02:01-05:00,2018-03-02T00:05:06-05:00,2018-03-02T00:05:06-05:00,3785000,False
project_3,description_3,None,2018-03-01T22:32:01-05:00,2018-03-01T23:01:57-05:00,2018-03-01T23:01:59-05:00,1796000,True
project_7,description_69,tag_0,2018-03-01T21:28:06-05:00,2018-03-01T22:14:08-05:00,2018-03-01T22:14:11-05:00,2762000,True
project_9,description_74,tag_1,2018-03-01T20:39:00-05:00,2018-03-01T21:26:34-05:00,2018-03-01T21:26:36-05:00,2854000,True
project_9,description_74,tag_1,2018-03-01T18:52:50-05:00,2018-03-01T20:21:47-05:00,2018-03-01T20:21:47-05:00,5337000,False
project_9,description_40,tag_4,2018-03-01T17:49:03-05:00,2018-03-01T18:52:46-05:00,2018-03-01T18:52:49-05:00,3823000,True
project_7,description_69,tag_0,2018-03-01T17:13:50-05:00,2018-03-01T17:49:01-05:00,2018-03-01T17:49:03-05:00,2111000,True
project_1,description_1,None,2018-03-01T16:53:11-05:00,2018-03-01T17:13:48-05:00,2018-03-01T17:13:52-05:00,1237000,True
project_7,description_69,tag_0,2018-03-01T16:18:04-05:00,2018-03-01T16:49:56-05:00,2018-03-01T16:49:58-05:00,1912000,True
project_1,description_1,None,2018-03-01T13:37:00-05:00,2018-03-01T13:55:35-05:00,2018-03-01T13:55:49-05:00,1115000,True
project_6,description_6,None,2018-03-01T13:14:00-05:00,2018-03-01T13:36:00-05:00,2018-03-01T13:55:29-05:00,1320000,True
project_3,description_8,None,2018-03-01T12:49:00-05:00,2018-03-01T13:12:00-05:00,2018-03-01T13:55:03-05:00,1380000,True
project_5,description_9,None,2018-03-01T11:37:22-05:00,2018-03-01T12:48:00-05:00,2018-03-01T13:54:39-05:00,4238000,True
project_3,description_8,None,2018-03-01T11:17:00-05:00,2018-03-01T11:36:15-05:00,2018-03-01T11:37:20-05:00,1155000,True
project_3,description_7,None,2018-03-01T08:06:18-05:00,2018-03-01T11:04:14-05:00,2018-03-01T11:04:14-05:00,10676000,False
project_3,description_3,None,2018-02-28T23:39:52-05:00,2018-03-01T00:39:53-05:00,2018-03-01T11:37:07-05:00,3601000,True
project_9,description_74,tag_1,2018-02-28T22:16:00-05:00,2018-02-28T23:39:35-05:00,2018-02-28T23:49:47-05:00,5015000,True
project_9,description_74,tag_1,2018-02-28T21:06:57-05:00,2018-02-28T22:03:31-05:00,2018-02-28T22:03:35-05:00,3394000,True
project_1,description_1,None,2018-02-28T20:33:00-05:00,2018-02-28T21:06:54-05:00,2018-02-28T21:06:55-05:00,2034000,True
project_9,description_74,tag_1,2018-02-28T18:43:44-05:00,2018-02-28T19:50:06-05:00,2018-02-28T19:50:06-05:00,3982000,False
project_6,description_19,None,2018-02-28T17:34:39-05:00,2018-02-28T18:40:35-05:00,2018-02-28T18:40:37-05:00,3956000,True
project_3,description_3,None,2018-02-28T16:55:30-05:00,2018-02-28T17:34:36-05:00,2018-02-28T17:34:36-05:00,2346000,False
project_4,description_39,None,2018-02-28T15:19:00-05:00,2018-02-28T16:51:15-05:00,2018-02-28T16:51:15-05:00,5535000,False
project_5,description_5,None,2018-02-28T15:08:25-05:00,2018-02-28T15:18:00-05:00,2018-02-28T15:39:33-05:00,575000,True
project_2,description_2,None,2018-02-28T14:21:27-05:00,2018-02-28T15:06:50-05:00,2018-02-28T15:06:50-05:00,2723000,False
project_1,description_1,None,2018-02-28T12:44:50-05:00,2018-02-28T13:04:54-05:00,2018-02-28T13:04:55-05:00,1204000,True
project_6,description_6,None,2018-02-28T12:09:00-05:00,2018-02-28T12:42:00-05:00,2018-02-28T13:05:54-05:00,1980000,True
project_3,description_3,None,2018-02-28T11:26:57-05:00,2018-02-28T12:08:06-05:00,2018-02-28T12:08:06-05:00,2469000,False
project_3,description_7,None,2018-02-28T07:57:53-05:00,2018-02-28T11:26:47-05:00,2018-02-28T11:26:47-05:00,12534000,False
project_6,description_19,None,2018-02-28T00:48:52-05:00,2018-02-28T01:05:22-05:00,2018-02-28T01:05:23-05:00,990000,True
project_3,description_3,None,2018-02-27T23:48:08-05:00,2018-02-28T00:20:31-05:00,2018-02-28T00:20:33-05:00,1943000,True
project_7,description_69,tag_0,2018-02-27T23:15:13-05:00,2018-02-27T23:40:57-05:00,2018-02-27T23:40:59-05:00,1544000,True
project_9,description_40,None,2018-02-27T21:18:35-05:00,2018-02-27T23:01:08-05:00,2018-02-27T23:05:23-05:00,6153000,True
project_1,description_1,None,2018-02-27T20:56:24-05:00,2018-02-27T21:18:35-05:00,2018-02-27T21:18:35-05:00,1331000,False
project_9,description_40,tag_4,2018-02-27T19:49:03-05:00,2018-02-27T20:56:21-05:00,2018-02-27T20:56:21-05:00,4038000,False
project_7,description_69,tag_0,2018-02-27T18:43:32-05:00,2018-02-27T19:32:44-05:00,2018-02-27T19:32:46-05:00,2952000,True
project_7,description_69,tag_0,2018-02-27T18:02:04-05:00,2018-02-27T18:21:37-05:00,2018-02-27T18:21:39-05:00,1173000,True
project_3,description_3,None,2018-02-27T17:35:13-05:00,2018-02-27T17:54:37-05:00,2018-02-27T17:54:37-05:00,1164000,False
project_0,description_50,None,2018-02-27T15:52:00-05:00,2018-02-27T17:28:48-05:00,2018-02-27T17:28:48-05:00,5808000,False
project_2,description_2,None,2018-02-27T15:01:00-05:00,2018-02-27T15:39:56-05:00,2018-02-27T15:39:56-05:00,2336000,False
project_1,description_1,None,2018-02-27T13:48:00-05:00,2018-02-27T14:18:05-05:00,2018-02-27T14:18:05-05:00,1805000,False
project_6,description_6,None,2018-02-27T13:16:00-05:00,2018-02-27T13:47:00-05:00,2018-02-27T13:52:17-05:00,1860000,True
project_3,description_8,None,2018-02-27T12:50:00-05:00,2018-02-27T13:15:00-05:00,2018-02-27T13:52:05-05:00,1500000,True
project_5,description_9,None,2018-02-27T11:40:00-05:00,2018-02-27T12:50:04-05:00,2018-02-27T12:50:06-05:00,4204000,True
project_3,description_8,None,2018-02-27T11:24:27-05:00,2018-02-27T11:39:58-05:00,2018-02-27T11:39:58-05:00,931000,False
project_3,description_7,None,2018-02-27T07:57:34-05:00,2018-02-27T10:34:49-05:00,2018-02-27T10:34:49-05:00,9435000,False
project_3,description_3,None,2018-02-26T22:33:34-05:00,2018-02-27T00:14:45-05:00,2018-02-27T00:14:47-05:00,6071000,True
project_7,description_69,tag_0,2018-02-26T22:12:27-05:00,2018-02-26T22:13:03-05:00,2018-02-26T22:13:05-05:00,36000,True
project_6,description_6,None,2018-02-26T21:49:29-05:00,2018-02-26T22:10:09-05:00,2018-02-26T22:10:09-05:00,1240000,False
project_7,description_69,tag_0,2018-02-26T20:47:13-05:00,2018-02-26T21:43:22-05:00,2018-02-26T21:43:22-05:00,3369000,False
project_3,description_3,None,2018-02-26T20:07:17-05:00,2018-02-26T20:37:19-05:00,2018-02-26T20:40:41-05:00,1802000,True
project_1,description_1,None,2018-02-26T19:43:07-05:00,2018-02-26T20:05:05-05:00,2018-02-26T20:05:06-05:00,1318000,True
project_6,description_6,None,2018-02-26T18:06:59-05:00,2018-02-26T19:43:06-05:00,2018-02-26T19:43:06-05:00,5767000,False
project_6,description_20,None,2018-02-26T16:41:00-05:00,2018-02-26T17:16:43-05:00,2018-02-26T17:16:44-05:00,2143000,True
project_5,description_5,None,2018-02-26T16:00:33-05:00,2018-02-26T16:24:00-05:00,2018-02-26T17:17:04-05:00,1407000,True
project_1,description_1,None,2018-02-26T13:19:00-05:00,2018-02-26T13:48:25-05:00,2018-02-26T13:48:57-05:00,1765000,True
project_6,description_6,None,2018-02-26T12:57:00-05:00,2018-02-26T13:13:00-05:00,2018-02-26T13:48:44-05:00,960000,True
project_2,description_2,None,2018-02-26T12:15:01-05:00,2018-02-26T12:55:00-05:00,2018-02-26T13:48:09-05:00,2399000,True
project_3,description_3,None,2018-02-26T10:56:12-05:00,2018-02-26T12:14:47-05:00,2018-02-26T12:14:47-05:00,4715000,False
project_3,description_7,None,2018-02-26T08:02:02-05:00,2018-02-26T10:56:03-05:00,2018-02-26T10:56:03-05:00,10441000,False
project_3,description_3,None,2018-02-26T01:02:46-05:00,2018-02-26T01:45:22-05:00,2018-02-26T01:45:22-05:00,2556000,False
project_9,description_76,None,2018-02-25T23:03:56-05:00,2018-02-26T00:50:45-05:00,2018-02-26T00:50:54-05:00,6409000,True
project_7,description_69,tag_0,2018-02-25T21:40:44-05:00,2018-02-25T22:16:48-05:00,2018-02-25T22:16:51-05:00,2164000,True
project_3,description_3,None,2018-02-25T21:19:00-05:00,2018-02-25T23:03:34-05:00,2018-02-25T23:03:51-05:00,6274000,True
project_9,description_74,tag_1,2018-02-25T20:45:03-05:00,2018-02-25T21:26:05-05:00,2018-02-25T21:27:42-05:00,2462000,True
project_9,description_76,None,2018-02-25T16:52:09-05:00,2018-02-25T17:41:00-05:00,2018-02-25T17:41:00-05:00,2931000,False
project_7,description_69,tag_0,2018-02-25T15:22:29-05:00,2018-02-25T16:26:25-05:00,2018-02-25T16:26:28-05:00,3836000,True
project_2,description_2,None,2018-02-25T13:49:00-05:00,2018-02-25T14:38:00-05:00,2018-02-25T16:32:05-05:00,2940000,True
project_9,description_74,tag_1,2018-02-25T13:08:24-05:00,2018-02-25T13:46:34-05:00,2018-02-25T13:46:36-05:00,2290000,True
project_1,description_1,None,2018-02-25T12:19:00-05:00,2018-02-25T12:46:00-05:00,2018-02-25T16:34:10-05:00,1620000,True
project_6,description_6,None,2018-02-25T12:01:00-05:00,2018-02-25T12:17:00-05:00,2018-02-25T16:34:04-05:00,960000,True
project_3,description_3,None,2018-02-25T11:12:00-05:00,2018-02-25T11:59:00-05:00,2018-02-25T16:32:53-05:00,2820000,True
project_3,description_7,None,2018-02-25T09:09:26-05:00,2018-02-25T11:09:37-05:00,2018-02-25T11:09:37-05:00,7211000,False
project_3,description_3,None,2018-02-25T01:03:36-05:00,2018-02-25T01:48:38-05:00,2018-02-25T01:48:38-05:00,2702000,False
project_7,description_69,tag_0,2018-02-25T00:18:55-05:00,2018-02-25T00:48:50-05:00,2018-02-25T00:48:52-05:00,1795000,True
project_9,description_74,tag_1,2018-02-24T21:55:58-05:00,2018-02-24T23:27:00-05:00,2018-02-24T23:46:12-05:00,5462000,True
project_9,description_74,tag_1,2018-02-24T20:13:52-05:00,2018-02-24T21:53:48-05:00,2018-02-24T21:55:55-05:00,5996000,True
project_9,description_76,None,2018-02-24T17:36:52-05:00,2018-02-24T19:12:13-05:00,2018-02-24T19:12:15-05:00,5721000,True
project_1,description_11,None,2018-02-24T16:59:00-05:00,2018-02-24T17:34:05-05:00,2018-02-24T17:34:25-05:00,2105000,True
project_2,description_2,None,2018-02-24T15:12:00-05:00,2018-02-24T16:06:00-05:00,2018-02-24T16:12:34-05:00,3240000,True
project_1,description_1,None,2018-02-24T13:50:15-05:00,2018-02-24T14:25:40-05:00,2018-02-24T14:25:40-05:00,2125000,False
project_1,description_11,None,2018-02-24T12:53:03-05:00,2018-02-24T13:50:11-05:00,2018-02-24T13:50:11-05:00,3428000,False
project_5,description_9,None,2018-02-24T11:37:24-05:00,2018-02-24T12:52:56-05:00,2018-02-24T12:52:56-05:00,4532000,False
project_3,description_8,None,2018-02-24T11:17:57-05:00,2018-02-24T11:37:23-05:00,2018-02-24T11:37:24-05:00,1166000,True
project_3,description_3,None,2018-02-24T10:47:30-05:00,2018-02-24T11:07:18-05:00,2018-02-24T11:07:18-05:00,1188000,False
project_3,description_7,None,2018-02-24T09:05:50-05:00,2018-02-24T10:47:21-05:00,2018-02-24T10:47:21-05:00,6091000,False
project_9,description_76,None,2018-02-23T20:17:00-05:00,2018-02-24T01:22:00-05:00,2018-02-24T01:35:09-05:00,18300000,True
project_1,description_1,None,2018-02-23T19:51:00-05:00,2018-02-23T20:14:33-05:00,2018-02-23T20:15:11-05:00,1413000,True
project_9,description_76,None,2018-02-23T19:04:00-05:00,2018-02-23T19:51:00-05:00,2018-02-23T20:15:02-05:00,2820000,True
project_7,description_69,tag_0,2018-02-23T17:46:18-05:00,2018-02-23T18:35:08-05:00,2018-02-23T18:35:11-05:00,2930000,True
project_9,description_74,tag_1,2018-02-23T16:39:38-05:00,2018-02-23T17:42:44-05:00,2018-02-23T17:42:47-05:00,3786000,True
